English,Hindi,English Word Count,Hindi Word Count
"Jiji Thomson, Sports Authority of India (SAI) director general who was...",भारतीय खेल प्राधिकरण (साइ) के डायरेक्टर जिजि थॉमसन।,11,8
All photos by author,सभी फोटो: लेखक,4,3
Danve said the BJP government in the state was committed to providing reservation to the Maratha community and hence has passed an ordinance to the effect.,दानवे ने कहा कि राज्य की भाजपा सरकार मराठा समुदाय को आरक्षण उपलब्ध कराने के लिए प्रतिबद्ध है और इसीलिए उसने इस आशय का एक अध्यादेश पारित किया है.,26,29
"Away from the Mumbai monsoon, many Bollywood stars including Shah Rukh Khan and his family, Kareena Kapoor Khan, Saif Ali Khan and even Sanjay Dutt and family are holidaying abroad.","मुंबई. करीना कपूर, सैफ अली खान, वरुण धवन और अनुष्का शर्मा समेत कई बॉलीवुड स्टार्स इन दिनों विदेशों में छुट्टियां एन्जॉय कर रहे हैं।",30,24
He said that contact and dialogue with farmers should be continuous so that they can move ahead in right direction.,"उन्होंने कहा कि हमारा सम्पर्क और संवाद निरंतर किसानों से होना चाहिये, ताकि वे सही दिशा में आगे बढ़ सकें।",20,20
"""The Manisana Wage Board",मनिसाना वेज बोर्ड,4,3
Ajay Devgn set to play squadron leader Vijay Karnik in 'Bhuj: The Pride of India',अजय देवगन ‘भुजः द प्राइड ऑफ इंडिया’ में बनेंगे विंग कमांडर विजय कार्णिक,15,13
Try and avoid alcohol and smoking.,कोशिश करें कि स्मोकिंग और शराब न पीएं।,6,8
"""The CBI later questioned Rabri Devi and Bihar Deputy Chief Minister Tejaswi Yadav.",इतना ही नहीं सीबीआई ने बिहार के पूर्व उप-मुख्यमंत्री तेजस्वी यादव से भी पूछताछ की है.,13,16
Hydrocarbon Loss (% wt. on crude),हाइड्रोकार्बन हानि (कच्चे तेल पर% डबल्यूटी.),6,6
"""""""I want to thank his majesty King of Sweden, the Prime Minister & the people who of Sweden for welcoming me and my delegation with so much of warmness,"""" he said""","लोगों को संबोधित करते हुए पीएम ने कहा था कि स्वीडन में मेरे और मेरे डेलीगेशन के स्वागत-सत्कार के लिए यहां की जनता और सरकार का, विशेष रूप से स्वीडन के राज और स्वीडन के प्रधानमंत्री श्रीमान लवैन का, मैं हृदय से आभार व्यक्त करना चाहता हूं।",31,47
"""The three-point proposal has been discussed at several rounds of talks with the agitating parties which have expressed some reservations and demanded further clarity.",आंदोलनरत दलों के साथ विभिन्न दौर की वार्ता में तीन सूत्री प्रस्ताव पर चर्चा हुई।,24,15
"""They shifted all injured to the hospital.",दोनों घायलों को अस्पताल में इलाज के लिए भर्ती करवाया गया है।,7,12
What is the size of the pharmaceutical packaging industry?,विश्व में फार्मा पैकेजिंग का कारोबार कितना बड़ा है?,9,9
"""The phone will also support Facebook, Twitter and YouTube.","फोन पर फेसबुक, यूट्यूब, और व्हाट्सएप आसानी से चलेंगे।",9,9
Fans are stunned looking at it.,ये देख कर फैंस में मायूसी छा गई हैं।,6,9
"Shri Krishna Chaudhary, IPS (BH:79), presently working as Director General, RPF as Director General, Indo-Tibetan Border Police Force (ITBPF) in the pay scale of Rs. 80, 000/- (fixed) with effect from the date of his joining the post upto the date of his superannuation i.e. 30.06.2017 or until further orders, whichever is earlier.","1979, बिहार) को उनकी सेवानिवृत्ति 30 जून, 2017 अथवा अगले आदेश तक (जो भी पहले हो) भारत-तिब्‍ब‍त सीमा पुलिस का महानिदेशक नियुक्‍त किया गया है, उनकी नियुक्ति पदभार संभालने की तिथि‍ से प्रभावी होगी।",53,34
"On setting up of Model Schools in the educationally backward blocks, the Ministry has already sanctioned 18 model schools and proposal for another 11 schools are under the Ministrys active consideration.",शैक्षिक रूप से पिछड़े ब्‍लॉकों में आदर्श विद्यालय स्‍थापित करने के संबंध में मंत्रालय ने पहले ही 18 आदर्श विद्यालयों की स्‍वीकृति दे दी है तथा 11 और विद्यालयों का प्रस्‍ताव मंत्रालय के विचाराधीन है।,31,35
"""The 42-year-old actor said he and Shah Rukh, 51, are friends and know how to handle such matters.",42 वर्षीय इस अभिनेता का कहना है कि वह और शाहरख (51) बहुत अच्छे दोस्त हैं और वे जानते हैं कि इस तरह के मामलों को कैसे संभाला जाता है.,18,30
"""The Vodafone Rs 1,499 plan offers 3,600 SMS and 24 GB data.","उपभोक्ताओं को 1,499 रुपये वाले प्लान में 24 जीबी डाटा और 3,600 एसएमएस की सुविधा मिलेगी।",12,16
"Last date to apply: February 11, 2020","फीस भरने की अंतिम तिथि : 19 नवंबर, 2020",7,9
"is to pick these isolated incidents of success,",कि सफलता के ऎसे छिट-पुट घटनाओं को ही,8,8
"""There was never a disagreement between the two.",दोनों के बीच मनमुटाव वाली कोई बात नहीं थी।,8,9
"We fulfilled our promises made to the cricketers, got the professionals to run the association (CEO, CFO, GM operations).","हमने क्रिकेटरों से किए अपने वादों को पूरा किया और पेशेवरों को एसोसिएशन (सीईओ, सीएफओ जीएम संचालन) चलाने के लिए दिया।",19,21
"Earlier today, Tamil Nadu Chief Minister Palaniswami met the protesting farmers at Jantar Mantar and urged them to end their protest.",तमिलनाडु के मुख्यमंत्री ई पलानीस्वामी हड़ताल कर रहे किसानों से मिलने जंतर मंतर पहुंचे।,21,14
"""Modi congratulated BJP President Amit Shah, party office-bearers and state units for their """"exemplary work in taking the party to new heights"""".""","प्रधानमंत्री ने पार्टी को नई उंचाइयों पर पहुंचाने के लिए पार्टी के राष्ट्रीय अध्यक्ष अमित शाह, पार्टी के पदाधिकारियों और प्रदेश इकाई की सराहना की ।",22,26
Veteran actor Surekha Sikri bagged the best-supporting actress for her role of a cantankerous matriarch in the movie.,जानी-मानी अभिनेत्री सुरेखा सीकरी को सर्वोत्तम सहायक अभिनेत्री का पुरस्कार दिया गया।,18,12
"""The central government has been quite helpful and cooperative in Bihar's development, he said.",उन्हाने कहा कि बिहार को केंद्र सरकार का काफी सहयोग मिला है।,14,12
"""His voice choking, Yeddyurappa said at a function that as chief minister he felt that his hands and legs had been tied and he had to discharge his duties from Vidhan Soudha (state secretariat) within """"limitations"""".""",रुंधे गले से एदियुरप्पा ने एक कार्यक्रम में कहा कि मुख्यमंत्री के तौर पर उन्होंने महसूस किया कि उनके हाथ और पांव बांध दिए गए हैं और विधान सौंध (राज्य सचिवालय) से सीमाओं के भीतर उन्हें अपने कर्तव्यों का निर्वहन करना पड़ रहा था।,36,44
Priyanka Chopra was the female lead in the movie.,इस फिल्म में कंगना के अपोजिट प्रियंका चोपड़ा थीं।,9,9
"FKH players Harish Naik, Amit Sheoran, Sumit Singh","एफकेएच (फ्यूचर कबड्डी हीरोज) खिलाड़ी -हरीश नायक, अमित शेरॉन, सुमित सिंह।",8,11
But Joseph responded with a loving reassurance.,इस पर यूसुफ के भाइयों को डर लगने लगा कि अब यूसुफ उनसे बदला लेगा ।,7,16
"In his first speech as Congress president, Rahul Gandhi described the political narrative of the BJP as the inflammatory politics of hate.",बतौर कांग्रेस अध्यक्ष राहुल गांधी ने अपने पहले ही भाषण में आक्रामक रुख अपनाते हुए बीजेपी पर वार किया.,22,19
But still they have not been released.,हालांकि उन्‍हें अभी बाहर नहीं किया गया है.,7,8
"""The Satellite Campuses, planned to be located close to upstream and downstream manufacturing hubs, to:",सेटेलाइट परिसर को विनिर्माण केन्‍द्रों के निकट बनाये जाने की योजना है जिसमें शामिल होंगे:,15,15
"Air Vice Marshal Kapoor said while Pakistan claimed that its jets fired bombs in open areas, the fact is that Pakistan targeted military installations but we thwarted their plans.","""एयर वाइस मार्शल कपूर ने कहा, """" पाकिस्तान ने दावा किया कि विमानों से खुले इलाके में बम दागे गए, लेकिन असलियत यह है कि पाकिस्तान ने सैन्य ठिकानों को निशाना बनाया, लेकिन उनकी योजनाओं को नाकाम कर दिया.""",29,39
"""The Rashtrapati Bhavan said the new Governors were Ram Naik (Uttar Pradesh), Balramji Dass Tandon (Chhattisgarh), Keshari Nath Tripathi (West Bengal), Om Prakash Kohli (Gujarat) and Padmanabha Balakrishna Acharya (Nagaland).","राष्ट्रपति भवन की तरफ से जारी बयान के मुताबिक राम नाइक को उत्तर प्रदेश, बलरामजी दास टंडन को छत्तीसगढ़, केसरीनाथ त्रिपाठी को पश्चिम बंगाल और ओम प्रकाश कोहली को गुजरात का राज्यपाल बनाया गया है।",30,35
Gujarat has also seen a surge in the number of cases and the state has so far reported 58 COVID-19 cases.,झारखंड में एक नया केस मिला है और आंकड़ा 58 हो गया है।,21,13
Bank unions have opposed the move.,बैंक कर्मचारी संघों ने इस फैसले का विरोध किया है।,6,10
He urged everyone to use technology to improve outcomes and efficiency in each department.,उन्होंने सभी से प्रत्येक विभाग के परिणामों और दक्षता में सुधार लाने के लिए प्रौद्योगिकी के इस्तेमाल करने का आह्वान किया।,14,21
Olive oil is beneficial for your health in multiple ways.,आंवला स्वास्थ्य के लिए कई तरह से फायदेमंद होता है।,10,10
"""The total amount is close to Rs 200 crore.",उसके लिए कुल आबंटन लगभग 250 करोड़ रुपये ही है।,9,10
utilisation of innovative BOM components like special glasses and coatings,विशेष ग्लास और कोटिंग जैसे अभिनव घटकों का उपयोग,10,9
"""The Dhadak actress Janhvi Kapoor has received immense love from her fans with her debut film.",फिल्म ‘ धड़क ’ से अपने अभिनय की शुरुआत करने जा रहीं अभिनेत्री जाह्नवी कपूर ने अपनी फिल्म रिलीज से पहले ही दर्शकों के दिलों में खास जगह बना चुकी हैं।,16,31
Such things happen in life.,जीवन में कभी जाने-अनजाने में ऐसी घटनाएं हो जाती हैं।,5,10
"""The award is to be announced every year on 23rd January on the birth anniversary of Netaji Subhash Chandra Bose.",इस पुरस्कार की घोषणा प्रत्येक वर्ष 23 जनवरी को नेताजी सुभाष चन्द्र बोस की जयंती के अवसर पर की जाएगी।,20,20
"As a result of the exercise, 90 districts in 11 States will now be covered by the Scheme, down from 126.",इस प्रयोग के परिणामस्वरूप 11 राज्यों के 126 में से 90 जिले अब इस योजना में शामिल होंगे।,21,18
"""The committee convened by Jairam Ramesh, includes P Chidambaram, Digvijaya Singh, Dr Amar Singh and Gaurav Gogoi.","इस कमेटी में डॉ. आशावंत के अलावा, परमजीत सिंह, राजीव गोदारा, एडवोकेट रमजान चौधरी, बलजीत सिंह, रुपेंद्र कौर व धर्मबीर सिंह शामिल हैं।",17,23
"After this, the Indian Air Force took bold action at a terrorist training camp in Pakistan's Balakot, which killed hundreds of terrorists.",जिसके बाद भारत ने कड़ा रुख अख्तियार करते हुए बालाकोट में एयर स्ट्राइक कर कई आतंकी ट्रेनिंग कैंप को ध्वस्त कर दिया था।,22,23
"Out of the 10 persons hired by the lab, most of them are non-technical persons.",इस लैब में काम करने वाले 10 लोगों में से अधिकांश नॉन-टेक्निकल लोग हैं।,15,14
Section 43 - A (1) provides that a generating company may enter into a contract for the sale of electricity generated by it with the Electricity Board.,धारा ४३-अ (१) उपबंधित करती है कि उत्पादक कंपनी बिजली बोर्ड के साथ उसके द्वारा उत्पन्न बिजली की बिक्री के लिए एक संविदा कर सकती है.,27,26
"As many as 127 students of Panjab University have qualified for the UGC-NET, including JRF.",यूजीसी-नेट परीक्षा में इस बार पंजाब विश्वविद्यालय के कई छात्रों ने बाजी मार ली है।,15,15
He has amassed a total of 222 runs in three matches at an average of 111.,वनडे की बात करें तो यहां पर उन्होंने 226 मैचों में कुल 338 विकेट झटके।,16,15
"Ab Sad Abn ibn Uthmn ibn Affn (Arabic: ) (died 105 AH/723 CE) was a muhaddith, faqh, mufassir, Muslim historian.","अबान बिन उथमान बिन अफ़ान (105 हिजरी/ 723 ईस्वी को मृत्यु) एक साहबी, मुहद्दीथ, फकीह, मुफसीर और मुस्लिम इतिहासकार थे।",20,20
"""The Act and the Rules made thereunder provide for adequate confidentiality for the data collected and for appropriate safeguards when data collection is outsourced.",इस अधिनियम तथा इसके अंतर्गत बनाई गई नियमावली में आंकड़ों का संग्रहण आऊटसोर्सिंग द्वारा कराए जाने के मामले में संग्रहीत आंकड़ों के लिए पर्याप्‍त गोपनीयता तथा उचित सुरक्षा का प्रावधान है ।,24,32
"""The total storage available in these reservoirs is 17.14 BCM which is 33% of total storage capacity of these reservoirs.","इन जलाशयों में कुल उपलब्‍ध संग्रहण 17.14 बीसीएम है, जो इन जलाशयों की कुल संग्रहण क्षमता का 33 प्रतिशत है।",20,20
"""They traveled from Alush, and encamped in Rephidim, where there was no water for the people to drink.","और आलूश से कूच करके रपीदीम में डेरा किया, और वहां उन लोगों को पीने का पानी न मिला।",18,19
"South Africa: Faf du Plessis (Captain), Hashim Amla, Temba Bavuma, Theunis de Bruyn, Quinton de Kock (wicket-keeper), AB de Villiers, Dean Elgar, Keshav Maharaj, Aiden Markram, Morne Morkel, Chris Morris, Andile Phehlukwayo, Vernon Philander, Kagiso Rabada.","दक्षिण अफ्रीका : फाफ डु प्लेसिस (कप्तान), एबी डिविलियर्स, एडेन मार्करम, हाशिम अमला, तेम्बा बावुमा, आंदिले फेहुलक्वायो, केशव महाराज, कैगिसो रबादा, मोर्ने मोर्कल, डेल स्टेन, क्रिस मौरिस और वार्नोन फिलेंडर",36,30
51 units built.,इस प्रकार 51 शक्तिपीठों का निर्माण हो गया।,3,8
Its rather odd but true.,"थोड़ा अजीब है, लेकिन सच है।",5,6
"""These are situated at Bhopal (Madhya Pradesh), Chandigarh, Guwahati (Assam), Hyderabad (Telangana), Pune (Maharashtra) and Kolkata (West Bengal).","ये भोपाल (मध्य प्रदेश), चंडीगढ़, गुवाहाटी (असम), हैदराबाद (तेलंगाना), पुणे (महाराष्ट्र) और कोलकाता (पश्चिम बंगाल) में स्थित हैं।",18,18
"""The firing triggered panic in the area.",गोली चलने से क्षेत्र में दहशत का माहौल कायम हो गया।,7,11
Its the greatest prize.,यह सबसे बड़ा सरप्राइज है।,4,5
Candidates can download the admit card from the website.,उम्मीदवार इस वेबसाइट से ही एडमिट कार्ड डाउनलोड कर सकते हैं.,9,11
"Fari dance, Jangiya dance, Panwariya Dance, Kanharawa, Jogira, Nirgun, Kazari, Sohar, Chayeeta form of songs are folk culture of Uttar Pradesh.",फरी नृत्य जांघिया नृत्य पंवरिया नृत्य कहरवा जोगिरा निर्गुन कजरी सोहर चइता गायन उत्तर प्रदेश की लोकसंस्कृतियां हैं ।,21,19
But yet again his troubles didnt end.,लेकिन इसके बाद भी उसकी परेशानी खत्म नहीं होती है.,7,10
"""The police said one Naxalite also died in the gunfight.",डांगी ने बताया कि पुलिस की जवाबी गोलीबारी में एक नक्सली भी मारा गया है।,10,15
"Bollywood actor Paresh Rawal, Aparna Balamurali and Mohan Babu will be seen in the prominent roles in the film.",'सोरारई पोटरु' में सूर्या के साथ अभिनेता मोहन बाबू और परेश रावल भी अहम किरदार में दिख रहे हैं।,19,19
1993-94 = 100)for the week ended 18th July 2009 rose by 0.04 percent to 236.8 (Provisional) from 236.7 (Provisional) for the previous week.,"18 जुलाई, 2009 को समाप्त सप्ताह के लिए न्नसभी वस्तुओं न्न का थोक मूल्य सूचकांक (1993-94#100) पिछले सप्ताह के 236.7 (अनंतिम) से 0.04 प्रतिशत बढक़र 236.8 (अनंतिम) हो गया।",23,29
Mr. Dhotre said that 21 sites have been selected for these 28 towers and that tower installation is in progress in 11 sites.,श्री धोत्रे ने कहा कि इन 28 टावरों के लिए 21 स्थानों का चयन किया गया है और 11 स्थानों पर टावर लगाने का काम प्रगति पर है।,23,28
Both teams were unable to score during the stipulated time and the match went into extra time.,दोनों ही टीमें अतिरिक्त समय में गोल करने में नाकाम रहीं और मैच के परिणाम के लिये शूटआउट कराया गया।,17,20
"""""""I am proud to belong to a religion which has taught the world both tolerance and universal acceptance.""",मुझे गर्व है कि मैं उस धर्म से हूं जिसने दुनिया को सहिष्णुता और सार्वभौमिक स्वीकृति का पाठ पढ़ाया है।,18,20
"Under the plan, Rs 80 crores worth of work would be done in the agriculture sector.",योजना के दायरे में प्रदेश के करीब 80 लाख किसान आएंगे।,16,11
"""The reputation of India has gone up globally.",भारत की साख दुनिया में बढ़ी है।,8,7
Every cricketer dreams of playing Test cricket.,"उन्होंने कहा, ‘टेस्ट क्रिकेट में खेलना हर किसी का सपना होता है.",7,12
He said the accused had earlier complained of finding a cockroach in the food served on Jet Airways flight.,भट्ट ने कहा कि आरोपी ने इससे पहले जेट एयरवेज द्वारा परोसे गए खाने में काकरोच मिलने की शिकायत की थी.,19,21
"Oppo F9 Pro with 6GB RAM/64GB internal storage variant will be priced at Rs 23,990, with an extra Rs 3,000 off on exchange.","Oppo F7 के 6GB रैम और 4GB रैम वाले वेरिएंट की कीमत में 3,000 रुपए की कटौती की गई है।",23,20
I went into the restaurant.,मैं रेस्टोरेंट की ओर भागा।,5,5
"""The Eight Core Industries comprise 40.27 per cent of the weight of items included in the Index of Industrial Production (IIP). The combined Index of Eight Core Industries stands at 124.2 in April, 2018, which was 4.7per centhigheras compared to the index of April, 2017","आठ कोर उद्योगों का संयुक्‍त सूचकांक अप्रैल, 2018 में 124.2 अंक रहा, जो अप्रैल, 2017 में दर्ज किए गए सूचकांक के मुकाबले 4.7 प्रतिशत ज्यादा है",45,26
"After that, the case has taken new turn.",इसके बाद इस मामले ने यू टर्न ले लिया.,8,9
"She said they had sought prior permission from parents of the child, who had also submitted an affidavit against BJP leader Des Raj Sharma, who had lodged a complaint with the police.",बच्चे के परिवार ने भी बीजेपी नेता देसराज शर्मा के खिलाफ हलफनामा दिया था।,32,14
What a sight! Wildlife was spread across the vast plain. Herds of wildebeests moved as if in migration.,वन्यजीवन विशाल मैदान में चारों ओर फैला हुआ था ।,18,10
"According to the FDA, the effectiveness of the single-shot vaccine varied from 72 per cent in the US to 66 per cent in Latin America and 57 per cent in South Africa.","अमेरिका में यह संक्रमण के खिलाफ 72%, लैटिन अमेरिका में 66% और दक्षिण अफ्रीका में 57% प्रभावी रही है।",32,19
"Deepak Chahar, Shardul Thakur, Imran Tahir and Dwayne Bravo claimed two wickets each.","चेन्नई की ओर से ड्वेन ब्रावो, इमराह ताहिर, शार्दुल ठाकुर और दीपक चहर ने दो-दो विकेट लिए.",13,17
"Ban on Exit Polls during State Assembly Elections of Goa, Manipur, Punjab, Uttarakhand and Uttar Pradesh.","गोवा, मणिपुर, पंजाब, उत्तराखण्ड और उत्तर प्रदेश के राज्य विधान सभा निर्वाचनों के दौरान एग्जिट पोल पर प्रतिबंध।",16,18
Where in Austria did you grow up?,ऑस्ट्रिया में तुम कहां बड़े हुए?,7,6
"At Nagulapally (Telangana), 16 acre of the proposed 60 acre MMLP is being developed at a total investment of Rs.120 Crore.",नागुलापल्‍ली (तेलंगाना) में 120 करोड़ रुपये की कुल लागत से प्रस्‍तावित 60 एकड़ एमएमएलपी में से 16 एकड़ क्षेत्र का विकास किया जा रहा है।,21,25
Hinduism is not a static religion.,हिन्दुत्व कोई अनुशासित धर्म नहीं है।,6,6
"However, no police complaint was filed in this connection till yet.",हालांकि अभी तक इसके विरुद्ध पुलिस में मामला दर्ज नहीं हो पाया है।,11,13
"First, make the habit of innovating something a part of your everyday life.",पहला- कुछ न कुछ नया इनोवेट करने की आदत को अपनी रोजमर्रा की जिंदगी का हिस्सा बनाइए.,13,17
"""The rich are becoming richer and the poor the poorer.",अमीर और अमीर हो रहा है और गरीब और गरीब।,10,10
"And he will send forth his angels with a great trumpet sound, and they will gather his chosen ones together from the four winds, from one extremity of the heavens to their other extremity. Matthew 24: 29 - 31.","और वह तुरही के बड़े शब्द के साथ, अपने दूतों को भेजेगा, और वे आकाश के इस छोर से उस छोर तक, चारों दिशा से उसके चुने हुओं को इकट्ठे करेंगे । ” — मत्ती २४: २९ - ३१.",39,39
Efforts are on to resume water and electric supply.,पानी की सप्लाई और बिजली की आपूर्ति बहाल करने पर खास ज़ोर दिया जा रहा है.,9,16
"""The nationality will be determined at the time the offence was committed.",राष्ट्रीयता का निर्धारण उस समय के अनुसार किया जाएगा जब अपराध किया गया है।,12,14
"Germany, Ireland, Canada, Turkey, Italy and Belgium have also banned flights from the UK.","भारत के अलावा कनाडा, तुर्की, बेल्जियम, इटली और इजराइल समेत कुछ अन्य देशों ने भी ब्रिटेन से आने-जाने वाली उड़ानों पर रोक लगा दी है।",14,25
"Supreme Court refuses to accept Anil Ambani's unconditional apology, says he took a 'cavalier attitude' towards orders it had passed.",सुप्रीम कोर्ट ने अनिल अंबानी की माफ़ी को अस्वीकार कर दिया और कहा कि उन्होंने कोर्ट के आदेश के प्रति बेपरवाह रवैया अपनाया है.,20,24
"On the occasion, Health Minister Dr Harsh Vardhan was also present.",इस अवसर पर झारखंड के मुख्यमंत्री रघुवर दास भी मौजूद रहे।,11,11
It is in many ways a symbol of a society where democratic roots have taken hold under very difficult conditions.,यह कई मायने में एक ऐसे समाज का प्रतीक है जहां बहुत कठिन परिस्थितियों में भी लोकतांत्रिक जड़ों ने अपनी पकड़ बनाए रखी है।,20,24
Through Print format we can decide that how column values should be displayed.,मुद्रण संरूप के माध्यम से हम यह सुनिश्चित कर सकते हैं कि कॉलम मूल्यों को कैसे प्रदर्शित किया जाना चाहिए।,13,20
"""The Netherlands women's national cricket team, nicknamed the Lionesses, represents the Netherlands in international women's cricket.","नीदरलैंड महिला क्रिकेट टीम, लायनेसिस का उपनाम, अंतर्राष्ट्रीय महिला क्रिकेट में नीदरलैंड का प्रतिनिधित्व करती है।",16,16
"""""""We have bowled really fine throughout the tournament.""",हमने पूरे टूर्नामेंट में अच्छी बल्लेबाजी नहीं की है.,8,9
He pointed his finger to the head.,उन्होंने सिर पर हाथ फेरा।,7,5
"""The government is also not seriously taking the matter.",सरकारी विभाग इसको लेकर गंभीर भी नहीं रहते।,9,8
"Raval disagreed with those views and warned Maheshwari on several occasions to refrain from writing such posts publicly, said a Crime Branch official.",मामले में क्राइम ब्रांच के एक अधिकारी ने बताया कि रावल ने महेश्वरी की फेसबुक पोस्ट पर असहमति जताई और उन्हें कई बार सार्वजनिक रूप से इस तरह खुल कर पोस्ट लिखने से परहेज करने की चेतावनी दी।,23,38
Why is LTCG tax in the news?,एलटीसीजी टैक्‍स अभी चर्चा में क्‍यों है?,7,7
"In the last 10 years, our Government has put unprecedented emphasis on education at all levels- Primary, Secondary and Higher.","पिछले 10 वर्षों में हमारी सरकार ने प्राथमिक, माध्यमिक और उच्चतर शिक्षा, सभी पर अप्रत्याशित जोर दिया है।",20,18
2000 crore shelf limit.,होगी 2000 रुपये की लिमिट,4,5
"Will its members respond to his knock, revive their affection for him, welcome him into their midst, and let him teach them?",क्या उन कलीसिया के सदस्य उसकी आवाज़ सुनकर दरवाज़ा खोलेंगे?,22,10
"God made the expanse, and divided the waters which were under the expanse from the waters which were above the expanse. and it was so.",तब परमेश्वर ने एक अन्तर करके उसके नीचे के जल और उसके ऊपर के जल को अलग अलग किया. और वैसा ही हो गया।,25,24
What will Gods Kingdom do for mankind on earth? Jesus will cure mankind of disease.,परमेश्‍वर का राज इंसानों के लिए क्या करेगा?,15,8
Some diffrent gien togather give double one.,कई जीव एक साथ दोनों पैदा करते हैं जैसे कुछ मछलियां।,7,11
"""[Remember] when your Lord inspired to the angels, """"I am with you, so strengthen those who have believed. I will cast terror into the hearts of those who disbelieved, so strike [them] upon the necks and strike from them every fingertip.""""""",(ऐ रसूल ये वह वक्त था) जब तुम्हारा परवरदिगार फ़रिश्तों से फरमा रहा था कि मै यकीनन तुम्हारे साथ हूँ तुम ईमानदारों को साबित क़दम रखो मै बहुत जल्द काफिरों के दिलों में (तुम्हारा रौब) डाल दूँगा (पस फिर क्या है अब) तो उन कुफ्फार की गर्दनों पर मारो और उनकी पोर पोर को चटिया कर दो,41,57
He acted very brilliantly in this film.,इस फिल्म में इन्होंने दमदार अभिनय किया था!,7,8
"During the conference, McNamara stated that nuclear war had come much closer than people had thought.",सम्मेलन के दौरान रॉबर्ट मैकनैमारा ने कहा कि लोगों ने जितना सोचा था परमाणु युद्ध उससे बहुत करीब आ पहुंचा है।,16,21
"Earlier, Congress vice-president Rahul Gandhi had come under sharp criticism for saying that 70% youth of Punjab were addicted to drugs.",राहुल गांधी ने कहा था कि राज्य के अधिकतर युवा नशे की लत के शिकार हैं और इससे पंजाब के युवा उनसे बहुत नाराज हैं।,21,25
Married life will be pleasant.,वैवाहिक जीवन सुखकर होगा।,5,4
Ex- Salem: 6 days a week (Except Sun),करूर - सलेम डेमू (सप्ताह में 6 दिन),8,8
"Prime Minister Narendra Modi, Bharatiya Janata Party chief Amit Shah and a number of Union ministers will attend the meeting in Delhi.","राष्ट्रीय कार्यकारणी की इस बैठक में प्रधानमंत्री नरेन्द्र मोदी, अध्यक्ष अमित शाह सहित कई केंद्रीय मंत्री हिस्सा लेने के लिए इलाहाबाद पहुंच रहे हैं.",22,24
"""The notification has been released on the official website.",आधिकारिक वेबसाइट पर नोटिफिकेशन जारी कर दिया गया है।,9,9
Mumbai: Bollywood actor Sushant Singh Rajput committed suicide at his home in Mumbai.,बॉलीवुड अभिनेता सुशांत सिंह राजपूत ने मुंबई के बांद्रा में स्थित अपने घर में फांसी लगाकर सुसाइड कर ली।,13,19
"This time, she is the main character.",निःसन्देह यह प्रमुख विशेषता है।,7,5
This has left students worried.,इससे अभ्यर्थियों की चिंता बढ़ गई है।,5,7
"Phagwara SP Parminder Singh Bhandhal, SDM Jyoti Bala, naib tehsildar Swapandeep Kaur and SS Jain Sabha president Subhash Jain were also present on the occasion.","इस मौके पर भाजपा के जिला अध्यक्ष धर्मबीर मिर्जापुर, भाजपा के युवा नेता साहिल सुधा, नप कैथल के चेयरमैन यशपाल प्रजापत सहित अन्य नेता मौजूद थे।",25,26
"""""""The youth was recovering well but somehow his condition deteriorated and he passed away during the night,"""" Khan told reporters.""","खान ने कहा, ‘युवक की हालत में सुधार हो रहा था लेकिन रात को अचानक तबीयत बिगड़ जाने के बाद उसकी मौत हो गई।",20,24
Will meet friends and relatives.,मित्रों एवं स्नेहीजनों के साथ मुलाकात होगी।,5,7
Brief history of India After freedom.,स्वतन्त्रता के बाद भारत का संक्षिप्त इतिहास,6,7
He also said that children were the biggest ambassadors of the Clean India Mission.,उन्होंने कि बच्चे स्वच्छ भारत अभियान के सबसे बड़े राजदूत हैं।,14,11
Know the whole story,जानते हैं पूरी कहानी-,4,4
"""The film is produced by Karan Johars Dharma Productions.",इस डॉक्यूमेंट्री का सह-निर्माण करण जौहर की कम्पनी धर्मेटिक एंटरटेनमेंट ने किया है।,9,13
"""""""There are legal means if they have any grievance.""",“ उन्होंने कहा कि यदि उनके पास कोई मुद्दा था तो ऐतराज जताने के कानूनी तरीके हैं।,9,17
Businessmen can enter a new field of business.,कारोबारी व्यवसाय के एक नए क्षेत्र में प्रवेश कर सकते हैं.,8,11
"""The police said they are trying to identify the accused with the help of CCTV footage of the area.",पुलिस का कहना है कि वह इलाके में सीसीटीवी कैमरों के जरिए इस मामले की तह तक पहुंचने की कोशिश कर रही है।,19,23
How can this be accepted.,इसे कैसे स्वीकार किया जा सकता है.,5,7
"Police, however, is investigating the matter.",वैसे पुलिस मुद्दे की जाँच में जुटी है.,6,8
"""""""Peace be upon you. You merit this reward for your steadfastness."""" How excellent is the ultimate abode!""","""(वे कहेंगे) """"तुमपर सलाम है उसके बदले में जो तुमने धैर्य से काम लिया।"""" अतः क्या ही अच्छा परिणाम है आख़िरत के घर का!""",17,24
"""Therefore, the government should review the decision.",इसलिए सरकार को यह फैसला वापस करना चाहिए।,7,8
"ISRO to launch GSAT-7A today, satellite to add more heft to Air Force","इसरो का सैटेलाइट Gsat-7A हुआ लॉन्‍च, इंडियन एयरफोर्स को मिलेगी और ताकत",13,12
"""The two day event will conclude on Monday.",दो दिवसीय शिविर का समापन रविवार को होगा।,8,8
"On this day, Goddess Brahmacharini is worshipped.",इस दिन मां ब्रह्मचारिणी की भी पूजा की जाती है।,7,10
